Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2025,June,Ballarat,Ballarat,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,6,4.6,4.8
2025,June,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,222,168.4,179.3
2025,June,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,183,138.8,147.8
2025,June,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",71,53.8,57.3
2025,June,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,316,239.7,255.2
2025,June,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,284,215.4,229.4
2025,June,Ballarat,Ballarat,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,230,174.4,185.8
2025,June,Ballarat,Ballarat,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,2,1.5,1.6
2025,June,Ballarat,Ballarat,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,3,2.3,2.4
2025,June,Ballarat,Ballarat,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,40,30.3,32.3
2025,June,Ballarat,Ballarat,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3,2.3,2.4
2025,June,Ballarat,Ballarat,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,7,5.3,5.7
2025,June,Ballarat,Ballarat,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,3,2.3,2.4
2025,June,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,29,22.0,23.4
2025,June,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,21,15.9,17.0
2025,June,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,13,9.9,10.5
2025,June,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,7,5.3,5.7
2025,June,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,54,41.0,43.6
2025,June,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,46,34.9,37.2
2025,June,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,187,141.8,151.0
2025,June,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,16,12.1,12.9
2025,June,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,56,42.5,45.2
2025,June,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B11 Cause damage by fire,117,88.7,94.5
2025,June,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B19 Other fire related offences,17,12.9,13.7
2025,June,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B21 Criminal damage,956,725.1,772.1
2025,June,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B22 Graffiti,102,77.4,82.4
2025,June,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B29 Other property damage offences,7,5.3,5.7
2025,June,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,149,113.0,120.3
2025,June,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4,3.0,3.2
2025,June,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0.8,0.8
2025,June,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,433,328.4,349.7
2025,June,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,351,266.2,283.5
2025,June,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,0.8,0.8
2025,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,581,440.7,469.2
2025,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1502,1139.2,1213.0
2025,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B43 Steal from a retail store,891,675.8,719.6
2025,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,56,42.5,45.2
2025,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,203,154.0,163.9
2025,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B49 Other theft,1026,778.2,828.6
2025,June,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,51,38.7,41.2
2025,June,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,175,132.7,141.3
2025,June,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B54 State false information,7,5.3,5.7
2025,June,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,3,2.3,2.4
2025,June,Ballarat,Ballarat,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,0.8,0.8
2025,June,Ballarat,Ballarat,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,29,22.0,23.4
2025,June,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,11,8.3,8.9
2025,June,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,22,16.7,17.8
2025,June,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C32 Drug possession,164,124.4,132.4
2025,June,Ballarat,Ballarat,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,0.8,0.8
2025,June,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,86,65.2,69.5
2025,June,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,140,106.2,113.1
2025,June,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,3.0,3.2
2025,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,11,8.3,8.9
2025,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,24,18.2,19.4
2025,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,3.0,3.2
2025,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,2.3,2.4
2025,June,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,4,3.0,3.2
2025,June,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,39,29.6,31.5
2025,June,Ballarat,Ballarat,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.8,0.8
2025,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,1.5,1.6
2025,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,272,206.3,219.7
2025,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,11,8.3,8.9
2025,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,7,5.3,5.7
2025,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,23,17.4,18.6
2025,June,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,903,684.9,729.3
2025,June,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,86,65.2,69.5
2025,June,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,302,229.0,243.9
2025,June,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,38,28.8,30.7
2025,June,Ballarat,Ballarat,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.8,0.8
2025,June,Ballarat,Ballarat,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,3,2.3,2.4
2025,June,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1,0.8,0.8
2025,June,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,0.8,0.8
2025,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,14,10.6,174.4
2025,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,9,6.8,112.1
2025,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2,1.5,24.9
2025,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,14,10.6,174.4
2025,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,9,6.8,112.1
2025,June,Ballarat,Pyrenees,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,8,6.1,99.6
2025,June,Ballarat,Pyrenees,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,0.8,12.5
2025,June,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,0.8,12.5
2025,June,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,4,3.0,49.8
2025,June,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,0.8,12.5
2025,June,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B11 Cause damage by fire,6,4.6,74.7
2025,June,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B19 Other fire related offences,9,6.8,112.1
2025,June,Ballarat,Pyrenees,B Property and deception offences,B20 Property damage,B21 Criminal damage,36,27.3,448.4
2025,June,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4,3.0,49.8
2025,June,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,29,22.0,361.2
2025,June,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,28,21.2,348.7
2025,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,25,19.0,311.4
2025,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,37,28.1,460.8
2025,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B43 Steal from a retail store,15,11.4,186.8
2025,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,1.5,24.9
2025,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,2,1.5,24.9
2025,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B49 Other theft,58,44.0,722.4
2025,June,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,6,4.6,74.7
2025,June,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B54 State false information,1,0.8,12.5
2025,June,Ballarat,Pyrenees,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,2,1.5,24.9
2025,June,Ballarat,Pyrenees,C Drug offences,C30 Drug use and possession,C32 Drug possession,5,3.8,62.3
2025,June,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,5,3.8,62.3
2025,June,Ballarat,Pyrenees,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,0.8,12.5
2025,June,Ballarat,Pyrenees,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,0.8,12.5
2025,June,Ballarat,Pyrenees,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,7,5.3,87.2
2025,June,Ballarat,Pyrenees,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,0.8,12.5
2025,June,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,24,18.2,298.9
2025,June,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,4,3.0,49.8
2025,June,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2,1.5,24.9
2025,June,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,1.5,24.9
2025,June,Ballarat,Pyrenees,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.8,12.5
2025,June,Ballarat,Pyrenees,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,3,2.3,37.4
2025,June,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1,0.8,12.5
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.0,1.5
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,127,64.5,95.5
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,130,66.0,97.8
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",56,28.4,42.1
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,172,87.4,129.4
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,176,89.4,132.4
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,119,60.4,89.5
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,8,4.1,6.0
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,47,23.9,35.4
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3,1.5,2.3
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,6,3.0,4.5
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,4,2.0,3.0
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,24,12.2,18.1
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,21,10.7,15.8
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,6,3.0,4.5
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,15,7.6,11.3
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,36,18.3,27.1
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,40,20.3,30.1
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,17,8.6,12.8
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,0.5,0.8
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,16,8.1,12.0
2025,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,19,9.7,14.3
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B10 Arson,B11 Cause damage by fire,21,10.7,15.8
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B10 Arson,B19 Other fire related offences,7,3.6,5.3
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B21 Criminal damage,621,315.5,467.1
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B22 Graffiti,104,52.8,78.2
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B29 Other property damage offences,9,4.6,6.8
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,167,84.8,125.6
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,5,2.5,3.8
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,484,245.9,364.1
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,207,105.2,155.7
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,406,206.2,305.4
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1458,740.6,1096.7
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B43 Steal from a retail store,687,349.0,516.8
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,66,33.5,49.6
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,194,98.5,145.9
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B49 Other theft,660,335.3,496.5
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,42,21.3,31.6
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,1,0.5,0.8
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,261,132.6,196.3
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B54 State false information,13,6.6,9.8
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B55 Deceptive business practices,1,0.5,0.8
2025,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B59 Other deception offences,12,6.1,9.0
2025,June,Banyule-Nillumbik,Banyule,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,34,17.3,25.6
2025,June,Banyule-Nillumbik,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,9,4.6,6.8
2025,June,Banyule-Nillumbik,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,36,18.3,27.1
2025,June,Banyule-Nillumbik,Banyule,C Drug offences,C30 Drug use and possession,C31 Drug use,1,0.5,0.8
2025,June,Banyule-Nillumbik,Banyule,C Drug offences,C30 Drug use and possession,C32 Drug possession,177,89.9,133.1
2025,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,27,13.7,20.3
2025,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,123,62.5,92.5
2025,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,0.5,0.8
2025,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,10,5.1,7.5
2025,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,11,5.6,8.3
2025,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,8,4.1,6.0
2025,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,4,2.0,3.0
2025,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,46,23.4,34.6
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,1.0,1.5
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,107,54.4,80.5
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,4,2.0,3.0
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,7,3.6,5.3
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,11,5.6,8.3
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,486,246.9,365.6
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,67,34.0,50.4
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,608,308.9,457.3
2025,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,71,36.1,53.4
2025,June,Banyule-Nillumbik,Banyule,F Other offences,F20 Transport regulation offences,F21 Public transport,1,0.5,0.8
2025,June,Banyule-Nillumbik,Banyule,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.5,0.8
2025,June,Banyule-Nillumbik,Banyule,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,1.5,2.3
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.0,3.1
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,33,16.8,51.6
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,27,13.7,42.2
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",7,3.6,11.0
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,71,36.1,111.1
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,50,25.4,78.2
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,37,18.8,57.9
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,10,5.1,15.6
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,8,4.1,12.5
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,7,3.6,11.0
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,5,2.5,7.8
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,5,2.5,7.8
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3,1.5,4.7
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,8,4.1,12.5
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,9,4.6,14.1
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,4,2.0,6.3
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,12,6.1,18.8
2025,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,9,4.6,14.1
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B10 Arson,B11 Cause damage by fire,15,7.6,23.5
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B10 Arson,B19 Other fire related offences,11,5.6,17.2
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B21 Criminal damage,121,61.5,189.3
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B22 Graffiti,50,25.4,78.2
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B29 Other property damage offences,3,1.5,4.7
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,64,32.5,100.1
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3,1.5,4.7
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,90,45.7,140.8
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,45,22.9,70.4
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,73,37.1,114.2
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,274,139.2,428.7
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B43 Steal from a retail store,87,44.2,136.1
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,19,9.7,29.7
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,30,15.2,46.9
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B49 Other theft,208,105.7,325.4
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,8,4.1,12.5
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,44,22.4,68.8
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B54 State false information,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B59 Other deception offences,1,0.5,1.6
2025,June,Banyule-Nillumbik,Nillumbik,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3,1.5,4.7
